번호,시도명,시군구명,동읍면,배출장소,배출장소유형,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,데이터기준일자
7012,전북특별자치도,고창군,흥덕면,흥덕면 행정마을 회관,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7013,전북특별자치도,고창군,흥덕면,흥덕면 예촌마을 삼오회관,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7014,전북특별자치도,고창군,신림면,신림면 입전 마을회관앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7015,전북특별자치도,고창군,신림면,신림면 신기 마을회관앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7016,전북특별자치도,고창군,공음면,공음면 상건경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7017,전북특별자치도,고창군,공음면,공음면 신대경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7018,전북특별자치도,고창군,공음면,공음면 두암경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7019,전북특별자치도,고창군,공음면,공음면 칠암리 543-2번지,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7020,전북특별자치도,고창군,공음면,공음면 칠암리 산180번지,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7021,전북특별자치도,고창군,공음면,공음면 칠암리 565-4번지,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7022,전북특별자치도,고창군,공음면,공음면 칠암리 604-1 공터,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7023,전북특별자치도,고창군,공음면,공음면 칠암리 산33-21 큰 도로변,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7024,전북특별자치도,고창군,공음면,공음면 청천경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7025,전북특별자치도,고창군,공음면,공음면 보천경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7026,전북특별자치도,고창군,공음면,공음면 원동경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7027,전북특별자치도,고창군,공음면,공음면 칠암경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7028,전북특별자치도,고창군,공음면,공음면 신촌경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7029,전북특별자치도,고창군,공음면,공음면 회룡경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7030,전북특별자치도,고창군,공음면,공음면 장곡경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7031,전북특별자치도,고창군,공음면,공음면 창촌경로당 앞,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7032,전북특별자치도,고창군,고창읍,고창읍 고창남초등학교,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7033,전북특별자치도,고창군,고창읍,고창읍 교원기숙사,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7034,전북특별자치도,고창군,고창읍,고창읍 태흥연립,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7035,전북특별자치도,고창군,고창읍,고창읍 대성이발관,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7036,전북특별자치도,고창군,고창읍,고창읍 한전,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7037,전북특별자치도,고창군,고창읍,고창읍 상하수도사업소,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7038,전북특별자치도,고창군,고창읍,고창읍 주공아파트,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7039,전북특별자치도,고창군,고창읍,고창읍 제일아파트,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7040,전북특별자치도,고창군,고창읍,고창읍 성산아파트,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
7041,전북특별자치도,고창군,고창읍,고창읍 덕산마을 회관,거점수거,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,2024-06-03
